	NAME	logFC.dis4	logFC.dis12	logFC.dis14	logFC.dis15
YDR188W	YDR188W CCT6 Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif	0.773209282880146	0.0023314340486839	-0.213455781979523	-0.479601202526898
YDR239C		0.897382232554022	-0.258292685014646	-0.256777415494682	-0.173909563549424
YNL220W	YNL220W ADE12 Adenylosuccinate synthase; catalyzes the first step in synthesis of adenosine monophosphate from inosine 5'monophosphate during purine nucleotide biosynthesis; exhibits binding to single-stranded autonomously replicating (ARS) core sequence	-1.09699990609795	-0.188929848065544	0.542858305076469	-0.433081217404479
YDL017W	YDL017W CDC7 DDK (Dbf4-dependent kinase) catalytic subunit; required for origin firing and replication fork progression in mitotic S phase through phosphorylation of Mcm2-7p complexes and Cdc45p; kinase activity correlates with cyclical DBF4 expression; required for pre-meiotic DNA replication, meiotic DSB formation, recruitment of monopolin complex to kinetochores during meiosis I, regulation of meiosis-specific Ndt80p; mutation complemented by human CDC7 and DBF4 co-expression	1.73694619149564	0.779030306128516	0.168149522100528	0.40738942822613
YLR043C	YLR043C TRX1 Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx2p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases iunder DNA replication stress; TRX1 has a paralog, TRX2, that arose from the whole genome duplication	-0.605038297772999	0.747991952891825	-0.547091537458221	-0.499516256692417
YNL268W	YNL268W LYP1 Lysine permease; one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids	0.11989880240639	-0.237764727198064	0.854136547090536	-0.0704439944401277
YNL008C	YNL008C ASI3 Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi1p and Asi2p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p, maintaining the repressed state of gene expression in the absence of inducing amino acids	0.0282125422215071	-0.0812601844301339	1.15996081809226	0.0711736841753712
YBR001C	YBR001C NTH2 Putative neutral trehalase, required for thermotolerance; may mediate resistance to other cellular stresses; NTH2 has a paralog, NTH1, that arose from the whole genome duplication	0.823314621737269	-0.446363046239239	0.562101562496825	1.44471672855361
Q0045	Q0045 COX1 Subunit I of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits	-0.409322643218048	0.0528071133261644	-0.475189348004831	0.794522167481876
YDR144C	YDR144C MKC7 GPI-anchored aspartyl protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; shares functions with Yap3p and Kex2p; MKC7 has a paralog, YPS1, that arose from the whole genome duplication	0.674418499593942	-0.103344268048694	-0.195550757661743	-0.487274227753002
YOR173W	YOR173W DCS2 m(7)GpppX pyrophosphatase regulator; non-essential, stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance; DCS2 has a paralog, DCS1, that arose from the whole genome duplication	1.03545766880449	0.65113161021322	0.573283766974202	3.19586980430492
YOR316C	YOR316C COT1 Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog, ZRC1, that arose from the whole genome duplication	0.894791730930967	0.908295356307881	0.905413870363894	2.09694362161724
YNL271C	YNL271C BNI1 Formin; polarisome component; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1	0.039443811098048	0.133466139923426	0.903912267450243	-0.120788976599614
YBL039C	YBL039C URA7 Major CTP synthase isozyme (see also URA8); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium, especially during conditions of glucose depletion; URA7 has a paralog, URA8, that arose from the whole genome duplication	-0.552606562288237	0.120392348963929	-0.236366138694647	-0.793788565844445
YNL281W	YNL281W HCH1 Heat shock protein regulator; binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; role in regulating Hsp90 inhibitor drug sensitivity; GFP-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress	-0.123348063037189	0.205506039545268	1.00271251562897	-0.150423244150344
YKL103C	YKL103C APE1 Vacuolar aminopeptidase yscI; zinc metalloproteinase that belongs to the peptidase family M18; often used as a marker protein in studies of autophagy and cytosol to vacuole targeting (CVT) pathway; protein increases in abundance and relative distribution to cytoplasmic foci increases upon DNA replication stress	0.369913278084293	-0.0413347626777656	0.824997447603803	1.60522788126525
YNL181W	YNL181W PBR1 Putative oxidoreductase; required for cell viability	0.306466630838984	0.378236076931838	1.09829334803678	-0.100218249032614
YLL015W	YLL015W BPT1 ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p	0.290821852914504	1.089586846118	0.180825241481451	0.0693163125110327
YOR039W	YOR039W CKB2 Beta' regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerase	-0.131525348378751	-0.0077351585087879	-0.214439724410032	0.743544242988359
YOR371C	YOR371C GPB1 Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; promotes ubiquitin-dependent proteolysis of Ira2p; regulated by G-alpha protein Gpa2p; GPB1 has a paralog, GPB2, that arose from the whole genome duplication	0.173832817223274	-0.131917110803641	0.066478289442288	0.776787443192519
YDR331W	YDR331W GPI8 ER membrane glycoprotein subunit of the GPI transamidase complex; adds glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins; human PIG-K protein is a functional homolog	0.70182958652893	-0.231848146989307	-0.105987969420597	-0.577978924573725
YOL065C	YOL065C INP54 Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; role in secretion; localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins	0.123884697480371	-0.0787586036465609	-0.242868248899292	1.28248332477479
YDR097C	YDR097C MSH6 Protein required for mismatch repair in mitosis and meiosis; forms a complex with Msh2p to repair both single-base & insertion-deletion mispairs; also involved in interstrand cross-link repair; potentially phosphorylated by Cdc28p	0.90604563657213	-0.0359138190984583	-0.126581536345043	0.0132400894923532
YDR490C	YDR490C PKH1 Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog, PKH2, that arose from the whole genome duplication	1.22699875347991	0.155715946118911	-0.126568586743706	0.548074825579172
YLR087C	YLR087C CSF1 Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	0.0639875736589898	0.866005208351468	0.0293923982455193	-0.115842281396359
YNL035C		0.0507406254796695	0.0712510497447894	1.24316407510343	0.0971750785863762
YMR024W	YMR024W MRPL3 Mitochondrial ribosomal protein of the large subunit; located in close proximity to the polypeptide exit channel of the ribosome; mutations in human homolog MRPL44 cause childhood cardiomyopathy; human MRPL44 deficiency results in inefficient assembly of the mitochondrial ribosome, and in tissue-specific respiratory chain deficiency, manifesting as either Complex I+Complex IV or Complex IV deficiency, depending on a cell type	-0.405189460876521	-0.752791541576195	-0.109984546666205	0.307256034975176
YNL172W	YNL172W APC1 Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress	0.266190739787948	-0.197517528991441	0.896146559817988	-0.283810274827931
YLR449W	YLR449W FPR4 Peptidyl-prolyl cis-trans isomerase (PPIase); nuclear proline isomerase; affects expression of multiple genes via its role in nucleosome assembly; catalyzes isomerization of proline residues in histones H3 and H4, which affects lysine methylation of those histones; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA, and repressor activity is dependent on PPIase activity; contains a nucleoplasmin-like fold and can form pentamers	-0.444694677195278	1.33147353123096	-0.170739201621861	-0.370474734964304
YDL235C	YDL235C YPD1 Osmotic stress-responsive phosphorelay intermediate sensor protein; phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus	0.767003302128201	0.315390860293348	-0.263357914380941	-0.138660263974868
YLR065C	YLR065C ENV10 Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Snd1p, Pho88p/Snd3p, and Sec61p-translocon subunits; can compensate for loss of SRP; role in the late endosome-vacuole interface; putative role in secretory protein quality control	-0.156122638696025	1.04812143399785	-0.21793519159936	-0.379880612702496
YGR250C	YGR250C RIE1 Putative RNA binding protein; localizes to stress granules induced by glucose deprivation; interacts with Rbg1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress	0.686724343659412	0.384517702198488	0.0165098484267109	1.56855771002989
YOR130C	YOR130C ORT1 Ornithine transporter of the mitochondrial inner membrane; exports ornithine from mitochondria as part of arginine biosynthesis; functionally complemented by human ortholog, SLC25A15, which is associated with hyperammonaemia-hyperornithinaemia-homocitrullinuria (HHH) syndrome, but HHH-associated variants fail to complement	0.17619719968687	-0.0449542793335155	1.4052309630157	1.21076941220019
YOR312C	YOR312C RPL20B Ribosomal 60S subunit protein L20B; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20B has a paralog, RPL20A, that arose from the whole genome duplication	-0.457368424622473	-0.11986716488644	-0.269147410797152	0.521299201144176
YLR069C	YLR069C MEF1 Mitochondrial elongation factor involved in translational elongation	-0.42227970376964	0.24526624616515	-0.325180259666924	0.688174301364844
YDR050C	YDR050C TPI1 Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region; inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells; E104D mutation in human homolog TPI1 causes a rare autosomal disease; human TPI1 can complement yeast null mutant	0.683137816010586	0.039845592383128	-0.139736583348373	-0.465563826502598
YDL127W	YDL127W PCL2 Cyclin, interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily, involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; localizes to sites of polarized cell growth; PCL2 has a paralog, PCL9, that arose from the whole genome duplication	0.825279101152315	-0.362078847122846	-0.420581423146607	1.48089359496178
YDL013W	YDL013W SLX5 Subunit of the Slx5-Slx8 SUMO-targeted Ub ligase (STUbL) complex; role in Ub-mediated degradation of histone variant Cse4p preventing mislocalization to euchromatin; role in proteolysis of spindle positioning protein Kar9p, and DNA repair proteins Rad52p and Rad57p; forms SUMO-dependent nuclear foci, including DNA repair centers; contains a RING domain and two SIM motifs; associates with the centromere; required for maintenance of genome integrity like human ortholog RNF4	1.30013293357339	-0.0949112616614997	0.096801552816715	-0.191587975557089
YIL155C	YIL155C GUT2 Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner	0.812565930372077	0.164393212283819	0.543927165239275	2.09278420733539
YDR054C	YDR054C CDC34 Ubiquitin-conjugating enzyme (E2); catalytic subunit of SCF ubiquitin-protein ligase complex (together with Skp1p, Rbx1p, Cdc53p, and an F-box protein) that regulates cell cycle progression by targeting key substrates for degradation; protein abundance increases in response to DNA replication stress; human CDC34 functionally complements the thermosensitivity of the cdc34-2 mutant	1.05265368523076	0.236256545767075	0.0017722880343506	0.0776039056426776
YNL283C	YNL283C WSC2 Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog, WSC3, that arose from the whole genome duplication	-0.147490640208215	-0.166058815303756	1.03991607413356	-0.111814097664057
YDR297W	YDR297W SUR2 Sphinganine C4-hydroxylase; catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis	0.875216556091102	0.171924267214778	0.026143892552741	-0.322648342839521
YGL148W	YGL148W ARO2 Bifunctional chorismate synthase and flavin reductase; catalyzes the conversion of 5-enolpyruvylshikimate 3-phosphate (EPSP) to form chorismate, which is a precursor to aromatic amino acids; protein abundance increases in response to DNA replication stress	-0.237993642119371	-0.0869629145382567	0.402932067526234	-0.705610404539158
YDL019C	YDL019C OSH2 Member of an oxysterol-binding protein family with seven members; in S. cerevisiae, family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog, SWH1, that arose from the whole genome duplication	0.831498016765293	-0.141727359438793	-0.170944949428962	0.149348702919053
YLR143W	YLR143W DPH6 Diphthamide synthetase; catalyzes the last amidation step of diphthamide biosynthesis using ammonium and ATP; evolutionarily conserved in eukaryotes; dph6 mutants exhibit diphthine accumulation and resistance to sordarin, which is indicative of defects in diphthamide formation on EF2; green fluorescent protein (GFP)-tagged protein localizes to the cytoplasm; DPH6/YLR143W is not an essential gene	0.148579963080426	0.892227977583003	-0.162899386010022	-0.243908257195034
YOR137C	YOR137C SIA1 Protein of unassigned function; involved in activation of the Pma1p plasma membrane H+-ATPase by glucose; contains peptide signal for membrane localization	0.520205911160917	-0.0746327994898307	0.0178056668910235	2.08506545152271
YLR189C	YLR189C ATG26 UDP-glucose:sterol glucosyltransferase; conserved enzyme involved in synthesis of sterol glucoside membrane lipids; in contrast to ATG26 from P. pastoris, S. cerevisiae ATG26 is not involved in autophagy	0.176700568625415	1.15420445073904	0.0849149032636758	0.371154195779574
YDR245W	YDR245W MNN10 Subunit of a Golgi mannosyltransferase complex; complex mediates elongation of the polysaccharide mannan backbone; membrane protein of the mannosyltransferase family; other members of the complex are Anp1p, Mnn9p, Mnn11p, and Hoc1p	0.671023164624332	-0.158318492520066	0.0305392333844703	-0.48628668379354
YNL182C	YNL182C IPI3 Component of the Rix1 complex and pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; highly conserved protein which contains several WD40 motifs; IPI3 is an essential gene; other members include Rix1p, Ipi1p, and Ipi3p	-0.341345129887667	0.258047840740857	0.838014969517168	-0.679246532680175
YDL111C	YDL111C RRP42 Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7)	0.672967516662865	0.0507166990798087	-0.0580356637153111	-0.506080782699919
YNL321W	YNL321W VNX1 Calcium/H+ antiporter localized to the endoplasmic reticulum membrane; member of the calcium exchanger (CAX) family; potential Cdc28p substrate	-0.143897970996138	-0.370237215526378	1.18011739754872	-0.0274365974158821
YDL084W	YDL084W SUB2 Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress	0.608432263844939	-0.192743544832836	0.0038599399052272	-0.339614684775701
YDL140C	YDL140C RPO21 RNA polymerase II largest subunit B220; part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime	0.832853866203289	-0.147226224967238	0.16342753790765	-0.182090523080013
YOR267C	YOR267C HRK1 Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress	-0.0670739906685616	0.0255163205853837	0.070864252872616	1.11514127794202
YNL238W	YNL238W KEX2 Kexin, a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway	-0.433062235399987	-0.0896265073106939	0.663012785430761	-0.329007993893351
YDL078C	YDL078C MDH3 Peroxisomal malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the glyoxylate cycle	0.868613760940589	-0.173499224465538	-0.128710718507475	0.521472298065742
YDR129C	YDR129C SAC6 Fimbrin, actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103, to regulate conformation, and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant	0.963946425286147	0.225822973648007	0.357345963349207	0.102620761126986
YDL007W	YDL007W RPT2 ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for normal peptide hydrolysis by the core 20S particle; N-myristoylation of Rpt2p at Gly2 is involved in regulating the proper intracellular distribution of proteasome activity by controlling the nuclear localization of the 26S proteasome	1.49841629166312	0.283111907441122	0.336532096636709	0.137830951603895
YLR024C	YLR024C UBR2 Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex	0.388030676142734	1.08077682281579	0.0783730587634585	0.256849102799575
YLR009W	YLR009W RLP24 Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp	-0.220426290647176	0.934410535216644	-0.178984149951163	-0.463302169078883
YDR370C	YDR370C DXO1 mRNA 5'-end-capping quality-control protein; has distributive, 5'-3' exoRNase activity; similar to Rai1p;	1.25403989465884	0.163916498694794	0.105923181709141	0.102857154225279
YDR164C	YDR164C SEC1 Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p	0.934754362054327	-0.0209146814706424	0.0671043695072168	-0.30753787684275
YCR098C	YCR098C GIT1 Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability	-5.23907377069416	4.04817476082636	-0.0387263853136441	3.11401070143413
YLR422W	YLR422W DCK1 Dock family protein (Dedicator Of CytoKinesis), homolog of human DOCK1; upstream component for regulation through the small GTPase Rho5p; may form a complex with Lmo1p that acts as a GEF for Rho5p; interacts with Ino4p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein; DOCK proteins act as guanine nucleotide exchange factors	0.156341819639795	1.01182675996974	0.0834630430802932	0.0450716522832582
YEL011W	YEL011W GLC3 Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress; glycogen accumulation defect of the null mutant is functionally complemented by human GBE1, which is associated with glycogen storage disease	0.442848707075665	0.536489407947686	0.815919547313779	2.51954635713069
YGL208W	YGL208W SIP2 One of three beta subunits of the Snf1 kinase complex; involved in the response to glucose starvation; null mutants exhibit accelerated aging; N-myristoylprotein localized to the cytoplasm and the plasma membrane; SIP2 has a paralog, GAL83, that arose from the whole genome duplication	0.570225345941559	-0.61371355911522	0.0609041748517615	1.85387065641765
YDL047W	YDL047W SIT4 Ceramide-activated, type 2A-related serine-threonine phosphatase; functions in G1/S transition of mitotic cycle; controls lifespan, mitochondrial function, cell cycle progression by regulating HXK2 phosphorylation; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6	0.648368938411086	-0.002223232049622	-0.3534348325559	-0.27760701555171
YLL026W	YLL026W HSP104 Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress; potentiated Hsp104p variants decrease TDP-43 proteotoxicity by eliminating its cytoplasmic aggregation	0.529756715807236	1.09559792348204	-0.0413861347635177	1.31352474935192
YPL014W	YPL014W CIP1 Cyclin-dependent kinase inhibitor; interacts with and inhibits the Cdc28p/Cln2p, G1/S phase cyclin-dependent kinase complex but not S-phase, or M-phase complexes; overexpression blocks cells in G1 phase and stabilizes the Cdc28p inhibitor Sic1p, while disruption accelerates the G1/S phase transition; phosphorylated during S phase in a Cdc28p-dependent manner; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus	-0.189658008027443	-0.821095618485745	-0.970480548112549	0.923667225167488
YOR297C	YOR297C TIM18 Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex	-0.359820404786176	-0.401390694872648	-0.119708686690203	0.893750086318621
YDR452W	YDR452W PPN1 Dual endo- and exopolyphosphatase with a role in phosphate metabolism; acts as both an endopolyphosphatase cleaving long chains of polyphosphate distributively to generate shorter polymer chains and as an exopolyphosphatase catalyzing the hydrolysis of terminal phosphate from polyphosphate; localizes to the vacuole, nucleus and cytosol; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress	0.867474235282829	-0.120209856012746	-0.259519883052857	0.246846255423685
YOR151C	YOR151C RPB2 RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit	-0.130468954645674	-0.0511589139225838	0.128387494671926	0.710202455725039
YHR029C	YHR029C YHI9 Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily, though most likely not involved in phenazine production	1.36827772107613	0.643290909775766	1.94672806921701	-0.0321015176114798
YLR197W	YLR197W NOP56 Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects	-0.346389027721483	1.02196879443161	-0.36420553698788	-0.562590059948574
YOL121C	YOL121C RPS19A Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19A has a paralog, RPS19B, that arose from the whole genome duplication	-0.681494186451712	-0.223922471009233	-0.349125713282806	0.309766823940302
YOR198C	YOR198C BFR1 Component of mRNP complexes associated with polyribosomes; involved in localization of mRNAs to P bodies; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity	-0.277769041420404	-0.121528362285449	-0.0869792429757207	0.637104874259052
YLR195C	YLR195C NMT1 N-myristoyl transferase; catalyzes the cotranslational, covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction	-0.204147558675804	0.827072428476324	-0.0678406649970985	-0.161199095024278
YOR254C	YOR254C SEC63 Essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p, Sec66p, and Sec72p	-0.0934087578095896	-0.025667004829316	0.272794383658054	0.781674176778813
YNL322C	YNL322C KRE1 Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor	-0.20554040931055	-0.174794471767152	1.24186068019812	0.0743251411414927
YLR417W	YLR417W VPS36 Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast	0.0906897593949682	1.24399376778742	-0.193188561205064	0.106785294607361
YOR104W	YOR104W PIN2 Exomer-dependent cargo protein; induces appearance of [PIN+] prion when overproduced; prion-like domain serves as a retention signal in the trans-Golgi network; predicted to be palmitoylated	-0.151661774923429	-0.213970951887693	-0.229700510028226	1.39409720972535
YOR112W	YOR112W CEX1 Component of nuclear aminoacylation-dependent tRNA export pathway; cytoplasmic; interacts with nuclear pore component Nup116p; copurifies with tRNA export receptors Los1p and Msn5p, as well as eIF-1a; required for activation of RAN GTPase Gsp1p and dissociation of receptor-tRNA-Gsp1p export complex; recruits Rna1p from cytoplasm to NPC, facilitates Rna1p activation of Gsp1p GTPase activity by enabling Rna1p to gain access to Gsp1p-GTP bound to export receptor tRNA complex	-0.121995748074345	-0.0012108463962949	-0.259114986538482	0.763574044485352
YNL251C	YNL251C NRD1 RNA-binding subunit of Nrd1 complex; complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; interacts with CTD of RNA pol II large subunit Rpo21p at phosphorylated Ser5 to direct transcription termination of non-polyadenylated transcripts; H3K4 trimethylation of transcribed regions by Set1p enhances recruitment of Nrd1p to those sites; role in regulation of mitochondrial abundance and cell size	0.266205289548272	0.270967113942381	0.85836294676227	-0.570420173675838
YDR524W-C		0.436443895395932	-0.638454795390333	0.139835469765609	-0.485972197478792
YLL040C	YLL040C VPS13 Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulation, and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome, respectively	0.262007387308216	1.09508214839355	0.146654862557661	0.527370738294172
YDR349C	YDR349C YPS7 Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum	0.97699128500954	0.133600642964673	-0.124440474440699	-0.110399211643331
YLR154C	YLR154C RNH203 Ribonuclease H2 subunit; required for RNase H2 activity; role in ribonucleotide excision repair; related to human AGS3 that causes Aicardi-Goutieres syndrome	-0.174255473803225	1.14924608027908	-0.685596354980923	-0.001404247638127
YLR318W	YLR318W EST2 Reverse transcriptase subunit of the telomerase holoenzyme; essential for telomerase core catalytic activity, involved in other aspects of telomerase assembly and function; mutations in human homolog are associated with aplastic anemia	-0.109180305307493	1.19976617942466	-0.226582871863868	-0.258780726620083
YLR335W	YLR335W NUP2 Nucleoporin involved in nucleocytoplasmic transport; binds to either the nucleoplasmic or cytoplasmic faces of the nuclear pore complex depending on Ran-GTP levels; also has a role in chromatin organization	-0.236816361852709	0.783371284733546	-0.0109668750255948	-0.307125834440906
YDR003W	YDR003W RCR2 Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication	1.51796462665373	0.113117107557115	0.018737943576461	0.294182151306972
